Year,Month Reported,Category,Day of Week,Time of Day,Location,Bike Brand,Lock,Registered?,Property Value
14,December,theft bicycle,Monday,0800-1600,Chemistry racks,Varsity,Not Locked,No,120
14,July,theft bicycle,Monday,2400-0800,Donner quad racks,Schwinn,Cable Lock,Yes,120
14,December,theft bicycle,Monday,2400-0800,MSI Beach,Sku,Not listed,No,140
14,May,theft bicycle,Monday,0800-1600,IV Theatre racks,Haro,Cable Lock,No,210
14,June,theft bicycle,Monday,2400-0800,Storke Family Housing  o/s rack,Trek,Cable Lock,No,220
14,June,theft bicycle,Monday,1600-2400,Arbor,Freedom,U-Lock,No,284
14,March,theft bicycle,Monday,2400-0800,Lot 53,Pacific,Chain Lock,Yes,400
14,March,theft bicycle,Monday,0800-1600,Student Health racks,Etape,Not Locked,No,450
14,August,theft bicycle,Monday,0800-1600,SYA racks,Giant,Not listed,Yes,450
14,September,theft bicycle,Saturday,2400-0800,ST,Rockpoint,Not listed,No,50
14,April,theft bicycle,Saturday,1600-2400,Eng 2 racks,Unknown,Cable Lock,No,73
14,February,theft bicycle,Saturday,2400-0800,FT racks,Unknown ,Not listed,Yes,150
14,September,theft bicycle,Saturday,1600-2400,"DeAnza, Manzanita",Unknown,Cable Lock,No,180
14,July,theft bicycle,Saturday,Unknown,SYA rack,Firmstrong,Cable Lock,No,295
14,May,theft bicycle,Saturday,2400-0800,PS 22 racks,Electra,U-Lock,Yes,375
14,February,theft bicycle,Saturday,2400-0800,Library,Merciar,Cable Lock,Yes,400
14,February,theft bicycle,Saturday,1600-2400,North Hall racks,Specialized,Cable Lock,No,810
14,April,theft bicycle,Sunday,0800-1600,West Campus FH racks,Unknown,Not Locked,No,50
14,April,theft bicycle,Sunday,2400-0800,Galey Walk ifo apt,Fiji,Not Locked,No,140
14,March,theft bicycle,Sunday,2400-0800,SYA racks,Unknown,Not Locked,No,180
14,October,theft bicycle,Sunday,1600-2400,UCEN racks,Unknown,Not listed,No,200
14,April,theft bicycle,Sunday,1600-2400,Arrowhead racks,Softride,Not Locked,No,250
14,January,theft bicycle,Sunday,0800-1600,Phelps,Specialized,Not Locked,No,275
14,September,theft bicycle,Sunday,1600-2400,Music,Trek,Cable Lock,No,555
14,April,theft bicycle,Thursday,0800-1600,Storke Housing (Sequoia) racks,Univega,Not Locked,No,50
14,October,theft bicycle,Thursday,0800-1600,Girvetz,Nishiki,Not listed,No,190
14,October,theft bicycle,Thursday,1600-2400,Girvetz,Schwinn,U-Lock,No,215
14,October,theft bicycle,Thursday,0800-1600,Campbell racks,Skykomish,U-Lock,Yes,220
14,October,theft bicycle,Thursday,0800-1600,Psychology,Unknown,Not listed,No,270
14,March,theft bicycle,Thursday,1600-2400,Broida racks,Saronni,U-Lock,No,330
14,March,theft bicycle,Tuesday,2400-0800,Chemistry racks,Unknown,Not Locked,No,100
14,May,theft bicycle,Tuesday,1600-2400,Harder Stadium racks,Schwinn,U-Lock,Yes,163
14,June,theft bicycle,Tuesday,0800-1600,Arts Library racks,Fixie,U-Lock,No,170
14,October,theft bicycle,Tuesday,0800-1600,Chemistry,fixie,U-Lock,No,170
14,November,theft bicycle,Tuesday,1600-2400,HSSB,Fixie,Not Locked,No,200
14,June,theft bicycle,Tuesday,2400-0800,La Patera racks,Bianchi,Not listed,Yes,275
14,October,theft bicycle,Tuesday,2400-0800,SYA racks,Motobecane,Other,Yes,300
14,July,theft bicycle,Tuesday,0800-1600,Chemistry  racks,Retrospective,U-Lock,Yes,300
14,December,theft bicycle,Tuesday,1600-2400,HSSB racks,Navara,U-Lock,No,520
14,October,theft bicycle,Tuesday,1600-2400,Broida racks,Cannondale,Cable Lock,Yes,530
14,December,theft bicycle,Unknown,Unknown,Anacapa racks,Mongoose,Cable Lock,No,20
14,June,theft bicycle,Unknown,Unknown,ECEN racks,Schwinn,Not Locked,Yes,20
14,June,theft bicycle,Unknown,Unknown,FT racks,Next,Combo,No,40
14,January,theft bicycle,Unknown,Unknown,Santa Catalina racks,Schwinn,Not Locked,Yes,50
14,April,theft bicycle,Unknown,Unknown,Santa Rosa racks,Schwinn,U-Lock,No,60
14,April,theft bicycle,Unknown,Unknown,Arts racks,Unknown,Other,No,65
14,June,theft bicycle,Unknown,Unknown,HSSB racks,Giant,Cable Lock,Yes,70
14,June,theft bicycle,Unknown,Unknown,"Storke Housing, Birch Walk racks",Mongoose,Cable Lock,No,90
14,May,theft bicycle,Unknown,Unknown,Embarcadero Hall,Unknown,U-Lock,Yes,95
14,May,theft bicycle,Unknown,Unknown,"Storke Family Housing, Acacia Walk racks",Next,Not listed,No,100
14,November,theft bicycle,Unknown,Unknown,Santa Cruz,Magna,Cable Lock,Yes,100
14,August,theft bicycle,Unknown,Unknown,SYA racks,Ishiki,U-Lock,No,120
14,December,theft bicycle,Unknown,Unknown,San Miguel racks,Canyon River,U-Lock,Yes,120
14,May,theft bicycle,Unknown,Unknown,FT racks,Raleigh,U-Lock,Yes,120
14,May,theft bicycle,Unknown,Unknown,Bren,Diamondback,Cable Lock,Yes,135
14,July,theft bicycle,Unknown,Unknown,Library racks,Huffy,U-Lock,Yes,138
14,March,theft bicycle,Unknown,Unknown,Bus Loop racks,Schwinn,Cable Lock,No,140
14,February,theft bicycle,Unknown,Unknown,San Cat Racks,Huffy,Cable Lock,Yes,140
14,May,theft bicycle,Unknown,Unknown,SYA racks,Huffy,Combo,Yes,140
14,November,theft bicycle,Unknown,Unknown,San Migurl racks,American Flyer,U-Lock,Yes,140
14,February,theft bicycle,Unknown,Unknown,FT racks,Avalon,U-Lock,Yes,145
14,November,theft bicycle,Unknown,Unknown,FT racks,Specialized,Cable Lock,No,150
14,November,theft bicycle,Unknown,Unknown,Santa Rosa racks,American Flyer,Cable Lock,Yes,150
14,January,theft bicycle,Unknown,Unknown,ECEN racks,Upland,Cable Lock,Yes,150
14,June,theft bicycle,Unknown,Unknown,SYA racks,Unknown,Combo,Yes,150
14,December,theft bicycle,Unknown,Unknown,Santa Rosa racks,Huffy,Not listed,Yes,150
14,March,theft bicycle,Unknown,Unknown,Santa Cruz racks,Micargi,Not Locked,Yes,150
14,May,theft bicycle,Unknown,Unknown,Carillo Commons racks,3G,U-Lock,Yes,150
14,December,theft bicycle,Unknown,Unknown,Santa Cruz,Retroepect,U-Lock,Yes,150
14,May,theft bicycle,Unknown,Unknown,Embarcadero Hall racks,American Flyer,Cable Lock,No,155
14,May,theft bicycle,Unknown,Unknown,Storke Family Housing racks,Vilano,Cable Lock,No,165
14,March,theft bicycle,Unknown,Unknown,Donner Village racks,Firmstrong,Cable Lock,No,170
14,November,theft bicycle,Unknown,Unknown,Santa Rosa racks ,Skull & Bones,Cable Lock,No,170
14,February,theft bicycle,Unknown,Unknown,Westwind  racks,Thruster,Cable Lock,Yes,170
14,March,theft bicycle,Unknown,Unknown,Santa Cruz racks,Trek,Cable Lock,No,180
14,May,theft bicycle,Unknown,Unknown,Anacapa racks,Thruster,Cable Lock,Yes,180
14,July,theft bicycle,Unknown,Unknown,WCFH racks,Trek,Cable Lock,Yes,200
14,November,theft bicycle,Unknown,Unknown,"San Clemente, Bradbury, San Clemente - racks",Thrust,Cable Lock,No,205
14,July,theft bicycle,Unknown,Unknown,SFH o/s Juniper Walk,Schwinn,U-Lock,No,210
14,October,theft bicycle,Unknown,Unknown,Donner racks,Fuji,Cable Lock,Yes,212
14,February,theft bicycle,Unknown,Unknown,Donner Village racks,Diamondback,Combo,Yes,215
14,October,theft bicycle,Unknown,Unknown,Santa Rosa racks,Marfic,U-Lock,Yes,215
14,August,theft bicycle,Unknown,Unknown,San Nic racks,Diamondback,Cable Lock,Yes,220
14,February,theft bicycle,Unknown,Unknown,Westwinds apt. racks,Electra,U-Lock,Yes,220
14,May,theft bicycle,Unknown,Unknown,SYA racks,Firmstrong,Cable Lock,Yes,230
14,April,theft bicycle,Unknown,Unknown,San Raf racks,Firmstrong,U-Lock,Yes,230
14,January,theft bicycle,Unknown,Unknown,Gaviota House (La Patera) racks,Raleigh,U-Lock,Yes,230
14,June,theft bicycle,Unknown,Unknown,RecCen track,Vilano,U-Lock,No,240
14,December,theft bicycle,Unknown,Unknown,Ortega racks,Nishiki,U-Lock,No,250
14,April,theft bicycle,Unknown,Unknown,Student Health,Firmstrong,Not listed,Yes,250
14,January,theft bicycle,Unknown,Unknown,Bus Loop,Trek,Not listed,Yes,250
14,September,theft bicycle,Unknown,Unknown,San Nic racks,Trek,Not listed,Yes,250
14,May,theft bicycle,Unknown,Unknown,FT racks,Trek,Not Locked,Yes,250
14,May,theft bicycle,Unknown,Unknown,Caeser Stadium,Retrospect,Cable Lock,Yes,270
14,April,theft bicycle,Unknown,Unknown,Theatre & Dance racks,Schwinn,Cable Lock,No,275
14,June,theft bicycle,Unknown,Unknown,FT racks,Unknown,U-Lock,No,280
14,June,theft bicycle,Unknown,Unknown,San Miguel racks,Electra,U-Lock,Yes,280
14,October,theft bicycle,Unknown,Unknown,SYA ifo,Specialized,Not listed,No,300
14,November,theft bicycle,Unknown,Unknown,San Rafael racks,Unknown,Cable Lock,No,320
14,January,theft bicycle,Unknown,Unknown,San Clemente racks,Unknown,U-Lock,No,320
14,April,theft bicycle,Unknown,Unknown,FT racks,Trek,Cable Lock,Yes,320
14,February,theft bicycle,Unknown,Unknown,Anacapa racks,Pure Fix,Not Locked,No,325
14,May,theft bicycle,Unknown,Unknown,Bus Loop racks,Trek,Cable Lock,No,330
14,January,theft bicycle,Unknown,Unknown,HSSB,Trek,U-Lock,,335
14,November,theft bicycle,Unknown,Unknown,Santa Rosa racks,KHS,Cable Lock,No,400
14,October,theft bicycle,Unknown,Unknown,SYA racks,XDS,Cable Lock,No,400
14,April,theft bicycle,Unknown,Unknown,SYA racks,Dawes,U-Lock,No,400
14,August,theft bicycle,Unknown,Unknown,San Nic racks,Fuji,Cable Lock,No,430
14,January,theft bicycle,Unknown,Unknown,FT racks,Specialized,Cable Lock,Yes,430
14,May,theft bicycle,Unknown,Unknown,Rob Gym racks,Slite,Cable Lock,No,495
14,May,theft bicycle,Unknown,Unknown,Encino Village racks,Centurion,Other,No,505
14,October,theft bicycle,Unknown,Unknown,"Encino Village, Manz",Shadow Nine,Padlock,No,550
14,March,theft bicycle,Unknown,Unknown,Donner Village racks,Peugeot,U-Lock,No,550
14,April,theft bicycle,Unknown,Unknown,Chemistry,Specialized,Cable Lock,No,640
14,May,theft bicycle,Unknown,Unknown,SYA  racks,Trek,Cable Lock,No,640
14,July,theft bicycle,Unknown,Unknown,FT,masi,U-Lock,No,710
14,October,theft bicycle,Unknown,Unknown,Pollock Theatre,Kona,Cable Lock,No,725
14,June,theft bicycle,Unknown,Unknown,Campbell Hall racks,Novara,U-Lock,No,815
14,May,theft bicycle,Unknown,Unknown,Faculty Housing,Raleigh,Not Locked,No,1000
14,May,theft bicycle,Unknown,Unknown,FT racks,Mercier,Cable Lock,No,1030
14,July,theft bicycle,Unknown,Unknown,SYA racks,Masi,U-Lock,No,1111
14,December,theft bicycle,Wednesday,1600-2400,Eng 2 racks,Vilano,U-Lock,No,125
14,June,theft bicycle,Wednesday,1600-2400,Lot 3 racks,Pure Fix,U-Lock,No,190
14,December,theft bicycle,Wednesday,2400-0800,San Nicolas,Fuji,U-Lock,Yes,190
14,November,theft bicycle,Wednesday,0800-1600,Bus Loop,unknown,Not Locked,No,200
14,August,theft bicycle,Wednesday,2400-0800,SYA racks,Univega,U-Lock,Yes,234
14,August,theft bicycle,Wednesday,1600-2400,Bus Loop racks,Specialized,U-Lock,Yes,250
14,April,theft bicycle,Wednesday,0800-1600,Library racks,Unknown,Not Locked,No,269
14,July,theft bicycle,Wednesday,Unknown,Woodhouse Lab rack,DB7,U-Lock,No,325
14,August,theft bicycle,Wednesday,Unknown,SSMS racks,Unknown,U-Lock,Yes,330
14,June,theft bicycle,Wednesday,1600-2400,Music racks,Fixie,Not listed,No,360
14,August,theft bicycle,Wednesday,2400-0800,SYA racks,Fuji,U-Lock,No,524
14,July,theft bicycle,Wednesday,1600-2400,Broida racks,Trek,Not listed,No,800
15,November,theft bicycle,Friday,Unknown,HSSB racks,Focus,U-Lock,Yes,115
15,June,theft bicycle,Friday,1600-2400,Devereux,Thruster,Not Locked,No,150
15,September,theft bicycle,Friday,1600-2400,SRB racks,Virtue,Not Locked,Yes,600
15,October,theft bicycle,Monday,0800-1600,Student Health,Schwinn,Not Locked,Yes,75
15,November,theft bicycle,Monday,0800-1600,Tropicana Del Norte,Schwinn,Not Locked,No,100
15,March,theft bicycle,Monday,1600-2400,Thunderdome,Fuji,Not listed,Yes,100
15,July,theft bicycle,Monday,1600-2400,FT racks,GT,Not listed,No,400
15,February,theft bicycle,Monday,0800-1600,Chemistry ifo,State,Not Locked,No,400
15,November,theft bicycle,Monday,0800-1600,HSSB,Raleigh,Not Locked,Yes,400
15,February,theft bicycle,Monday,2400-0800,SYA o/s,Specialized,Not listed,No,525
15,April,theft bicycle,Monday,2400-0800,SYA,Specialized,Cable Lock,No,915
15,April,theft bicycle,Saturday,0800-1600,Psychology addition racks,Unknown,Not Locked,Yes,100
15,March,theft bicycle,Saturday,1600-2400,SYA racks,Schwinn,Other,Yes,100
15,December,theft bicycle,Saturday,1600-2400,Del Playa,Magna,Not listed,No,150
15,November,theft bicycle,Saturday,1600-2400,Estero Park,Scott ,Combo,Yes,150
15,April,theft bicycle,Saturday,2400-0800,SYA racks,DiamondBack,Chain Lock,Yes,170
15,October,theft bicycle,Saturday,0800-1600,Santa Catalina,Diamondback,Not Locked,No,200
15,July,theft bicycle,Saturday,1600-2400,Storke FH racks,Zivid ,Chain Lock,No,220
15,September,theft bicycle,Saturday,1600-2400,Storke Tower,Swinn,U-Lock,No,250
15,February,theft bicycle,Saturday,0800-1600,DP,Raleigh,U-Lock,Yes,435
15,October,theft bicycle,Sunday,1600-2400,Parking Lot 9,Unknown,Combo,No,90
15,May,theft bicycle,Sunday,2400-0800,San Rafael racks,FUGI,U-Lock,Yes,100
15,February,theft bicycle,Sunday,1600-2400,SYA rack,Kent,Cable Lock,No,230
15,February,theft bicycle,Sunday,0800-1600,Bradbury Village,Giant,Not Locked,No,500
15,January,theft bicycle,Thursday,0800-1600,Arbor racks,Gary Fisher,Cable Lock,Yes,110
15,June,theft bicycle,Thursday,0800-1600,Music,Huffy,U-Lock,Yes,110
15,February,theft bicycle,Thursday,1600-2400,Carrillo Commons o/s,Avalon,U-Lock,Yes,120
15,November,theft bicycle,Thursday,2400-0800,Manzanita Village,Unknown,Not listed,No,200
15,November,theft bicycle,Thursday,1600-2400,Phelps racks,SE,Not listed,Yes,400
15,April,theft bicycle,Tuesday,0800-1600,Pardall tunnel,Mongoose,U-Lock,Yes,70
15,November,theft bicycle,Tuesday,2400-0800,SYA racks,Unknown,Combo,No,170
15,October,theft bicycle,Tuesday,1600-2400,Bldg 300,Arbor,Not Locked,No,180
15,May,theft bicycle,Tuesday,0800-1600,FT racks,Firmstrong,Combo,Yes,180
15,October,theft bicycle,Tuesday,0800-1600,Santa Catalina,Saddleback,Cable Lock,No,200
15,February,theft bicycle,Tuesday,0800-1600,Music racks,6KU,U-Lock,Yes,250
15,September,theft bicycle,Tuesday,0800-1600,Lot 30,Unknown,Not Locked,No,5000
15,November,theft bicycle,Unknown,Unknown,Santa Rosa racks,Phat,U-Lock,Yes,40
15,September,theft bicycle,Unknown,Unknown,Engineering 2 racks,GT,Cable Lock,No,75
15,October,theft bicycle,Unknown,Unknown,San Miguel,American Flyer ,U-Lock,Yes,75
15,July,theft bicycle,Unknown,Unknown,Encino Village racks,Firmstrong,U-Lock,Yes,75
15,March,theft bicycle,Unknown,Unknown,SanNic racks,Phat,U-Lock,Yes,85
15,July,theft bicycle,Unknown,Unknown,Santa Rosa racks,Specialized,Cable Lock,Yes,90
15,October,theft bicycle,Unknown,Unknown,EDN,Aristotle,Not listed,No,100
15,October,theft bicycle,Unknown,Unknown,DLG,Firmstrong,Not Locked,No,100
15,November,theft bicycle,Unknown,Unknown,DLG,Road Master,Not Locked,No,100
15,July,theft bicycle,Unknown,Unknown,SYA o/s,Mongoose,Cable Lock,Yes,100
15,November,theft bicycle,Unknown,Unknown,El Colegio,Schwinn,Not listed,Yes,100
15,April,theft bicycle,Unknown,Unknown,FT racks,Thruster,Not listed,No,108
15,November,theft bicycle,Unknown,Unknown,Anacapa,Specialized,Chain Lock,Yes,115
15,March,theft bicycle,Unknown,Unknown,Campbell Hall racks,Magna,Not listed,Yes,115
15,May,theft bicycle,Unknown,Unknown,Bradbury o/s,Trek,Cable Lock,No,130
15,October,theft bicycle,Unknown,Unknown,San Nicolas,Schwinn,Not Locked,Yes,140
15,October,theft bicycle,Unknown,Unknown,Chemistry,Unknown,U-Lock,No,150
15,March,theft bicycle,Unknown,Unknown,San Clemente racks,Unknown,Chain Lock,No,160
15,June,theft bicycle,Unknown,Unknown,Pendola racks,Schwinn,Combo,Yes,170
15,May,theft bicycle,Unknown,Unknown,FT racks,Huffy,Not listed,Yes,170
15,February,theft bicycle,Unknown,Unknown,Storke Family Hsng racks,Schwinn,Cable Lock,No,175
15,September,theft bicycle,Unknown,Unknown,Manz racks,Nashik,Cable Lock,Yes,180
15,October,theft bicycle,Unknown,Unknown,South Hall,Kromica,U-Lock,Yes,180
15,December,theft bicycle,Unknown,Unknown,San Clemente,Riverside,Not listed,No,194
15,October,theft bicycle,Unknown,Unknown,UCEN,Raleigh,Cable Lock,No,198
15,June,theft bicycle,Unknown,Unknown,SanMiguel racks,Schwinn,U-Lock,Yes,200
15,July,theft bicycle,Unknown,Unknown,FT racks,Schwinn,U-Lock,No,211
15,February,theft bicycle,Unknown,Unknown,6750  El Colegio o/s,Dynacraft,Cable Lock,No,250
15,October,theft bicycle,Unknown,Unknown,San Nicolas,Purefix,U-Lock,Yes,250
15,November,theft bicycle,Unknown,Unknown,West Campus Family Housing,Trek,Cable Lock,No,270
15,March,theft bicycle,Unknown,Unknown,Santa Catalina,Sku,U-Lock,Yes,270
15,January,theft bicycle,Unknown,Unknown,FT racks,6KU,U-Lock,No,280
15,July,theft bicycle,Unknown,Unknown,SYA racks,Fit,U-Lock,No,300
15,March,theft bicycle,Unknown,Unknown,West Campus FH,Phat,Cable Lock,Yes,300
15,June,theft bicycle,Unknown,Unknown,FT racks,Schwinn,Cable Lock,Yes,300
15,March,theft bicycle,Unknown,Unknown,Santa Catalina FT,Pure,Combo,Yes,300
15,August,theft bicycle,Unknown,Unknown,Arrowhead racks,Vilano,Cable Lock,No,350
15,July,theft bicycle,Unknown,Unknown,SYA racks,Critical Cycles,Not listed,Yes,350
15,November,theft bicycle,Unknown,Unknown,SYA racks,Gary Fisher,Not Locked,No,400
15,February,theft bicycle,Unknown,Unknown,Storke Housing racks,Trek,Not listed,Yes,400
15,January,theft bicycle,Unknown,Unknown,San Rafael racks,DiamondBack,U-Lock,Yes,400
15,May,theft bicycle,Unknown,Unknown,Anacapa racks,GT,U-Lock,Yes,400
15,April,theft bicycle,Unknown,Unknown,Storke FH racks,Specialized,Cable Lock,No,415
15,February,theft bicycle,Unknown,Unknown,Eng I,SE,Chain Lock,No,420
15,June,theft bicycle,Unknown,Unknown,Santa Rosa racks,Raleigh,U-Lock,No,430
15,October,theft bicycle,Unknown,Unknown,FSH,Specialized,U-Lock,No,430
15,May,theft bicycle,Unknown,Unknown,Santa Cruz racks,GT,Not Locked,Yes,500
15,July,theft bicycle,Unknown,Unknown,Lot 30,FX,U-Lock,No,529
15,February,theft bicycle,Unknown,Unknown,Storke Housing  ifo,Specialized,Cable Lock,No,545
15,January,theft bicycle,Unknown,Unknown,UCPD,Giant,Not listed,No,559
15,July,theft bicycle,Unknown,Unknown,Theatre & Dance racks,Giant,U-Lock,No,640
15,May,theft bicycle,Unknown,Unknown,Anacapa ext,Specialized,U-Lock,Yes,720
15,January,theft bicycle,Unknown,Unknown,S. Cruz rack,Specialized,Cable Lock,No,730
15,June,theft bicycle,Unknown,Unknown,San Clemente racks,Trek,U-Lock,No,750
15,June,theft bicycle,Unknown,Unknown,Storke FH racks,Trek,Cable Lock,No,980
15,April,theft bicycle,Wednesday,0800-1600,Library racks,American Flyer,Cable Lock,Yes,75
15,October,theft bicycle,Wednesday,0800-1600,Anacapa,Geulhem,Not listed,Yes,80
15,February,theft bicycle,Wednesday,0800-1600,SRB racks,Pacific Revolution,U-Lock,No,110
15,August,theft bicycle,Wednesday,Unknown,Santa Ynez,Schwinn,Not Locked,Yes,150
15,January,theft bicycle,Wednesday,0800-1600,Santa Rosa racks,Schwinn,Cable Lock,No,330
15,July,theft bicycle,Wednesday,0800-1600,South Hall racks,Mercier,Not Locked,Yes,400
16,May,theft bicycle,Friday,08:00-16:00,GGSE - GIRVERTZ GRAD SCH OF EDUC ,Huffy,Not Locked,Yes,100
16,May,theft bicycle,Friday,16:00-24:00,REC-CENTER BIKE RACK,Schwinn,Not Locked,No,150
16,July,theft bicycle,Friday,24:00-08:00,FSH WEST CAMPUS FAMILY HOUSING RACKS NEAR 734,Vilano,Cable Lock,No,220
16,November,theft bicycle,Friday,08:00-16:00,SANTA CATALINA (FT) 10217 S TOWER,Schwinn,Other,Yes,225
16,July,theft bicycle,Friday,08:00-16:00,BUS LOOP ,Big Mountain,Combo,No,250
16,February,theft bicycle,Friday,16:00-24:00,TROPICANA VILLAS ,Hybrid,Cable Lock,No,330
16,April,theft bicycle,Friday,08:00-16:00,DAVIDSON LIBRARY BIKE RACKS,Sku,Not Listed,Yes,350
16,November,theft bicycle,Monday,08:00-16:00,SANTA CATALINA (FT) ,American Flyer,Not Locked,Yes,100
16,March,theft bicycle,Monday,08:00-16:00,SANTA ROSA RES HALL Bike Racks,Zcycle,U-Lock,Yes,225
16,June,theft bicycle,Monday,Unknown,TROPICANA GARDENS ,GKU,U-Lock,No,250
16,September,theft bicycle,Monday,16:00-24:00,DAVIDSON LIBRARY WEST SIDE,Diamondback,U-Lock,Yes,270
16,May,theft bicycle,Monday,08:00-16:00,HSSB NR 1124,SE Monterey,U-Lock,No,300
16,October,theft bicycle,Monday,08:00-16:00,TROPICANA GARDENS ,Could9,Not Locked,No,376
16,September,theft bicycle,Monday,08:00-16:00,THEATER & DANCE RACK,Firmstrong,Not Locked,Yes,400
16,September,theft bicycle,Monday,16:00-24:00,FSH STORKE FAMILY HOUSING ,Trek,Cable Lock,No,530
16,April,theft bicycle,Saturday,Unknown,CAMINO DEL SUR 880,Unknown,Not Listed,No,50
16,June,theft bicycle,Saturday,08:00-16:00,PHELPS HALL Bike racks north of Campbell Hall,Schwinn,Chain Lock,No,100
16,November,theft bicycle,Saturday,16:00-24:00,STUDENT RESOURCE BLDG ,Kent Terra,Not Locked,Yes,100
16,August,theft bicycle,Saturday,08:00-16:00,ASSOCIATED STUDENTS BICYCLE SHOP IFO,Unknown,Not Listed,No,115
16,January,theft bicycle,Saturday,Unknown,SANTA CATALINA (FT) BIKE RACK NEAR PORTOLA DINING COMMONS,Schwinn,Not Locked,No,230
16,September,theft bicycle,Saturday,16:00-24:00,SAN RAFAEL RES HALL TOWER ,Specialized,Not Locked,No,300
16,July,theft bicycle,Saturday,08:00-16:00,LOWER MSI - MSI BEACH BIKE RACKS,,Cable Lock,No,440
16,July,theft bicycle,Saturday,16:00-24:00,REC-CENTER ,Felt,Cable Lock,No,550
16,September,theft bicycle,Sunday,24:00-08:00,FSH WEST CAMPUS FAMILY HOUSING ,Fixie,Not Listed,No,0
16,February,theft bicycle,Sunday,16:00-24:00,MUSIC RACKS,Unknown,Cable Lock,Yes,270
16,February,theft bicycle,Sunday,Unknown,ISLA VISTA FOOT PATROL FRONT COUNTER,Trek,Not Locked,Yes,280
16,September,theft bicycle,Sunday,16:00-24:00,SANTA CRUZ RES HALL ,Fuji,U-Lock,Yes,330
16,June,theft bicycle,Sunday,Unknown,SIERRA MADRE - STAFF APTS North bike RACKS,Trek,Cable Lock,Yes,355
16,September,theft bicycle,Sunday,24:00-08:00,SANTA CATALINA (FT) ,Pure Fix,Not Listed,No,470
16,November,theft bicycle,Sunday,16:00-24:00,SANTA CATALINA (FT) ,Specialized,Cable Lock,No,620
16,July,theft bicycle,Thursday,16:00-24:00,SSH SANTA YNEZ APARTMENTS UNIT 125,,U-Lock,No,40
16,June,theft bicycle,Thursday,24:00-08:00,FSH STORKE FAMILY HOUSING 771 D,Unknown,Cable Lock,No,50
16,April,theft bicycle,Thursday,16:00-24:00,SANTA CATALINA (FT) NORTH TOWER ROOM 5433,Sears Roebuck,Not Locked,No,55
16,May,theft bicycle,Thursday,08:00-16:00,CONDOR EXTERIOR RACKS,Specialized,Not Listed,No,100
16,December,theft bicycle,Thursday,08:00-16:00,PHELPS HALL BIKE RACK,Vilano,Not Locked,No,120
16,September,theft bicycle,Thursday,24:00-08:00,SANTA CATALINA (FT) RACKS OUTSIDE NORTH TOWER,Schwinn,U-Lock,Yes,170
16,August,theft bicycle,Thursday,16:00-24:00,DAVIDSON LIBRARY RACK,Unknown,Cable Lock,No,200
16,March,theft bicycle,Thursday,08:00-16:00,HSSB BIKE RACKS,Phat,Not Listed,Yes,200
16,January,theft bicycle,Thursday,08:00-16:00,HSSB ,Fixie,Cable Lock,No,220
16,September,theft bicycle,Thursday,16:00-24:00,OLD GYM Bike racks between Kerr Hall and Arbor,Trek,U-Lock,No,240
16,June,theft bicycle,Thursday,08:00-16:00,CARRILLO DINING COMMONS RACKS,Specialized,Cable Lock,Yes,250
16,February,theft bicycle,Thursday,08:00-16:00,CAMPBELL HALL RACKS,Unknown,Not Listed,No,255
16,January,theft bicycle,Thursday,Unknown,HSSB ,Unknown,U-Lock,No,300
16,August,theft bicycle,Thursday,16:00-24:00,SAN NICOLAS RES HALL RACKS,Scott Mountain Aspect,Not Listed,No,340
16,May,theft bicycle,Thursday,16:00-24:00,NORTH HALL Bus loop bike racks,Cannondale,U-Lock,Yes,550
16,July,theft bicycle,Thursday,08:00-16:00,DAVIDSON LIBRARY RACKS ON SOUTH SIDE OF LIBRARY,Niner,Cable Lock,No,3530
16,May,theft bicycle,Tuesday,16:00-24:00,HSSB BIKE RACK,Roadmaster,U-Lock,Yes,50
16,September,theft bicycle,Tuesday,08:00-16:00,PHELPS HALL ,Mongoose Spectra,Not Locked,No,96
16,May,theft bicycle,Tuesday,16:00-24:00,"RINCON, LA PATERA QUAD INTERIOR BIKE RACK",Unknown,Not Locked,Yes,150
16,November,theft bicycle,Tuesday,16:00-24:00,PSYCHOLOGY ,Pure Fix,Not Locked,Yes,180
16,June,theft bicycle,Tuesday,08:00-16:00,HSSB ,Schwinn,Not Locked,Yes,180
16,January,theft bicycle,Tuesday,24:00-08:00,EMB DEL NORTE MADRID,Retrospect,U-Lock,No,200
16,December,theft bicycle,Tuesday,08:00-16:00,CNSI - CALIF. NANO SYSTEMS INST BIKE RACK,Trek,Cable Lock,No,600
16,September,theft bicycle,Tuesday,24:00-08:00,FSH WEST CAMPUS FAMILY HOUSING 705 APT 204,Cammondale R300,Not Locked,No,800
16,September,theft bicycle,Tuesday,08:00-16:00,HSSB ,BMX F.IT.,Cable Lock,No,830
16,April,theft bicycle,Tuesday,08:00-16:00,HSSB ,Cannondale,Not Listed,No,1562
16,April,theft bicycle,Unknown,Unknown,CASTAIC VILLAGE BIKE RACKS,Fuji,U-Lock,Yes,0
16,January,theft bicycle,Unknown,Unknown,SAN NICOLAS RES HALL BIKE RACKS,Huffy,Not Locked,Yes,20
16,May,theft bicycle,Unknown,Unknown,"MIRANDA, LAS ENCINAS QUAD ",Huffy,Not Listed,No,50
16,June,theft bicycle,Unknown,Unknown,EL EMBARCADERO TOP OF THE LOOP,Huffy,Not Listed,Yes,50
